0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.1050	0.0000	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.1050	0.0000	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.1050	0.0000	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.1050	0.0000	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.1050	0.0000	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.1050	0.0000	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.1050	0.0000	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	1.2900	-0.0067	0.7458	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.7100	0.2167	-0.7458	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	1.2900	-0.0067	0.7458	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.7100	0.2167	-0.7458	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	1.2900	-0.0067	0.7458	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.7100	0.2167	-0.7458	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	1.4000	-0.0490	0.7458	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.6000	0.2590	-0.7458	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	1.2900	-0.0067	0.7458	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.7100	0.2167	-0.7458	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	1.2900	-0.0067	0.7458	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.7100	0.2167	-0.7458	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	1.2900	-0.0067	0.7458	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.7100	0.2167	-0.7458	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	1.2900	-0.0067	0.7458	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.7100	0.2167	-0.7458	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	1.2900	-0.0067	0.7458	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.7100	0.2167	-0.7458	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	1.2900	-0.0067	0.7458	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.7100	0.2167	-0.7458	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	1.2900	-0.0067	0.7458	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.7100	0.2167	-0.7458	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	1.2900	-0.0067	0.7458	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.7100	0.2167	-0.7458	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.1050	0.0000	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	1.2900	-0.0067	-0.7458	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.7100	0.2167	0.7458	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	1.2900	-0.0067	-0.7458	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.7100	0.2167	0.7458	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	1.2900	-0.0067	-0.7458	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.7100	0.2167	0.7458	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	1.2900	-0.0067	-0.7458	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.7100	0.2167	0.7458	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	1.4000	-0.0490	-0.7458	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.6000	0.2590	0.7458	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	1.2900	-0.0067	-0.7458	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.7100	0.2167	0.7458	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	1.4000	-0.0490	-0.7458	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.6000	0.2590	0.7458	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	1.2900	-0.0067	-0.7458	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.7100	0.2167	0.7458	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	1.2900	-0.0067	-0.7458	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.7100	0.2167	0.7458	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	1.2900	-0.0067	-0.7458	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.7100	0.2167	0.7458	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	1.4000	-0.0490	-0.7458	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.6000	0.2590	0.7458	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	1.4000	-0.0490	-0.7458	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.6000	0.2590	0.7458	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.1050	0.0000	0.0000
1.1920	0.0000	0.0000	0.0000	0.0000	0.0000	-0.1160	1.4603	0.0000
0.8080	0.0000	0.0000	0.0000	0.0000	0.0000	0.3160	-1.4603	0.0000
1.1920	0.0000	0.0000	0.0000	0.0000	0.0000	-0.1160	1.4603	0.0000
0.8080	0.0000	0.0000	0.0000	0.0000	0.0000	0.3160	-1.4603	0.0000
0.0000	1.1920	0.0000	0.0000	0.0000	0.0000	0.9822	1.4603	0.0000
0.0000	0.8080	0.0000	0.0000	0.0000	0.0000	1.5678	-1.4603	0.0714
0.0000	1.1920	0.0000	0.0000	0.0000	0.0000	0.9822	1.4603	0.1429
0.0000	0.8080	0.0000	0.0000	0.0000	0.0000	1.5678	-1.4603	0.2143
0.0000	1.1920	0.0000	0.0000	0.0000	0.0000	0.9822	1.4603	0.2857
0.0000	0.8080	0.0000	0.0000	0.0000	0.0000	1.5678	-1.4603	0.3571
0.0000	1.1920	0.0000	0.0000	0.0000	0.0000	0.9822	1.4603	0.4286
0.0000	0.8080	0.0000	0.0000	0.0000	0.0000	1.5678	-1.4603	0.5000
0.0000	1.1920	0.0000	0.0000	0.0000	0.0000	0.9822	1.4603	0.5714
0.0000	0.8080	0.0000	0.0000	0.0000	0.0000	1.5678	-1.4603	0.6429
0.0000	1.1920	0.0000	0.0000	0.0000	0.0000	0.9822	1.4603	0.7143
0.0000	0.8080	0.0000	0.0000	0.0000	0.0000	1.5678	-1.4603	0.7857
0.0000	1.1920	0.0000	0.0000	0.0000	0.0000	0.9822	1.4603	0.8571
0.0000	0.8080	0.0000	0.0000	0.0000	0.0000	1.5678	-1.4603	0.9286
0.0000	0.0000	1.1920	0.0000	0.0000	0.0000	2.9831	1.4603	1.0000
0.0000	0.0000	0.8080	0.0000	0.0000	0.0000	0.8269	-1.4603	1.0000
0.0000	0.0000	1.1920	0.0000	0.0000	0.0000	2.9831	1.4603	1.0000
0.0000	0.0000	0.8080	0.0000	0.0000	0.0000	0.8269	-1.4603	1.0000
0.0000	0.0000	1.1920	0.0000	0.0000	0.0000	2.9831	1.4603	1.0000
0.0000	0.0000	0.8080	0.0000	0.0000	0.0000	0.8269	-1.4603	1.0000
0.0000	0.0000	1.1920	0.0000	0.0000	0.0000	2.9831	1.4603	1.0000
0.0000	0.0000	0.8080	0.0000	0.0000	0.0000	0.8269	-1.4603	1.0000
0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	1.9050	0.0000	1.0000
0.0000	0.0000	1.1920	0.0000	0.0000	0.0000	2.9831	-1.4603	1.0000
0.0000	0.0000	0.8080	0.0000	0.0000	0.0000	0.8269	1.4603	1.0000
0.0000	0.0000	1.1920	0.0000	0.0000	0.0000	2.9831	-1.4603	1.0000
0.0000	0.0000	0.8080	0.0000	0.0000	0.0000	0.8269	1.4603	1.0000
0.0000	0.0000	1.1920	0.0000	0.0000	0.0000	2.9831	-1.4603	1.0000
0.0000	0.0000	0.8080	0.0000	0.0000	0.0000	0.8269	1.4603	1.0000
0.0000	0.0000	0.0000	1.1920	0.0000	0.0000	0.2514	-1.4603	1.0000
0.0000	0.0000	0.0000	0.8080	0.0000	0.0000	1.3386	1.4603	0.9286
0.0000	0.0000	0.0000	1.1920	0.0000	0.0000	0.2514	-1.4603	0.8571
0.0000	0.0000	0.0000	0.8080	0.0000	0.0000	1.3386	1.4603	0.7857
0.0000	0.0000	0.0000	1.4100	0.0000	0.0000	-0.3657	-1.4603	0.7143
0.0000	0.0000	0.0000	0.5900	0.0000	0.0000	1.9557	1.4603	0.6429
0.0000	0.0000	0.0000	1.1920	0.0000	0.0000	0.2514	-1.4603	0.5714
0.0000	0.0000	0.0000	0.8080	0.0000	0.0000	1.3386	1.4603	0.5000
0.0000	0.0000	0.0000	1.1920	0.0000	0.0000	0.2514	-1.4603	0.4286
0.0000	0.0000	0.0000	0.8080	0.0000	0.0000	1.3386	1.4603	0.3571
0.0000	0.0000	0.0000	1.1920	0.0000	0.0000	0.2514	-1.4603	0.2857
0.0000	0.0000	0.0000	0.8080	0.0000	0.0000	1.3386	1.4603	0.2143
0.0000	0.0000	0.0000	1.1920	0.0000	0.0000	0.2514	-1.4603	0.1429
0.0000	0.0000	0.0000	0.8080	0.0000	0.0000	1.3386	1.4603	0.0714
0.0000	0.0000	0.0000	0.0000	1.1920	0.0000	0.0349	-1.4603	0.0000
0.0000	0.0000	0.0000	0.0000	0.8080	0.0000	0.6551	1.4603	0.0000
0.0000	0.0000	0.0000	0.0000	1.1920	0.0000	0.0349	-1.4603	0.0000
